SalesPrice,MSZoning,LotFrontage,LotArea,GrLivArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,pool,OverallQual,OverallCond,YearBuilt,YearRemodAdd,FullBath,KitchenAbvGr,KitchenQual,Fireplaces,GarageCars,GarageArea,OpenPorchSF,MiscVal,Furnished,TotalSqFt
262900,RM,32,4500,1204,Reg,FR2,Kence,Norm,TwnhsE,1Story,no,6,5,1998,1998,2,1,TA,0,2,412,247,0,no,2408
375100,RM,32,3363,1708,Reg,Inside,Tistin,Norm,TwnhsE,2Story,no,7,5,2004,2004,2,1,Gd,0,2,380,40,0,no,2684
291500,RM,33,4456,1452,Reg,Inside,Tistin,Norm,2fmCon,2Story,no,4,5,1920,2008,2,3,TA,0,0,0,0,0,no,2188
290400,RM,34,4571,1344,Reg,Inside,Tistin,Norm,1Fam,2Story,no,5,5,1916,1950,1,1,TA,0,3,513,0,0,yes,1968
161700,RH,34,4058,767,Reg,Inside,Kence,Norm,TwnhsE,SFoyer,no,7,5,1998,1998,1,1,TA,0,1,367,40,0,no,1490
266700,RH,34,4060,1337,Reg,Inside,Kence,Norm,TwnhsE,1Story,no,6,5,1998,1999,2,1,Gd,0,2,511,68,0,no,2742
338300,FV,34,3230,1458,Reg,Corner,Todon,Norm,TwnhsE,2Story,no,6,5,1999,1999,2,1,TA,1,2,440,32,0,no,2187
364800,FV,34,3230,1471,Reg,Inside,Todon,Norm,TwnhsE,2Story,no,6,5,1999,1999,2,1,TA,0,2,440,24,0,no,2200
495600,RL,34,5381,1306,IR1,Inside,Buver,Norm,Twnhs,1Story,no,6,5,2005,2005,2,1,Gd,1,2,624,63,0,no,2612
550500,RL,34,4590,1554,Reg,Inside,Buver,Norm,Twnhs,1Story,no,8,5,2006,2006,2,1,Gd,1,2,627,73,0,yes,3108
427400,FV,34,3604,1392,Reg,Corner,Todon,Norm,TwnhsE,2Story,no,7,5,2007,2007,2,1,Gd,0,2,540,102,0,no,2081
513500,RL,34,5063,1314,Reg,Inside,Buver,Norm,Twnhs,1Story,no,7,5,2007,2008,2,1,Gd,1,2,626,62,0,no,2628
546700,RL,34,5001,1314,IR1,Inside,Buver,Norm,Twnhs,1Story,no,7,5,2007,2008,2,1,Gd,1,2,626,62,0,no,2628
239600,RM,35,6300,1484,Reg,Inside,Tistin,Norm,1Fam,2.5Unf,no,6,6,1914,2001,2,1,TA,1,0,0,291,0,yes,2226
277300,RL,35,9400,980,IR1,CulDSac,Tistin,Norm,Duplex,SFoyer,yes,6,5,1975,1975,2,0,TA,0,0,0,0,0,no,1925
316600,FV,35,3735,1452,Reg,FR3,Todon,Norm,TwnhsE,2Story,no,7,5,1999,1999,2,1,Gd,0,2,506,34,0,no,2143
335000,RM,35,3675,1072,Reg,Inside,Tistin,Norm,TwnhsE,SFoyer,no,6,5,2005,2006,2,1,TA,0,2,525,44,0,no,1619
360200,RM,35,3675,1072,Reg,Inside,Tistin,Norm,TwnhsE,SLvl,no,5,5,2005,2005,1,1,TA,0,2,525,28,0,no,1619
415700,RM,35,3675,1072,Reg,Inside,Tistin,Norm,TwnhsE,SLvl,yes,6,5,2005,2005,1,1,TA,0,2,525,28,0,no,1619
433000,FV,35,4251,1250,IR1,Inside,Todon,Norm,TwnhsE,2Story,no,7,5,2006,2007,2,1,Gd,0,2,528,54,0,no,1875
487400,FV,35,4274,1241,IR1,Inside,Todon,Norm,TwnhsE,1Story,no,7,5,2006,2007,1,1,Gd,0,2,569,116,0,no,2482
457700,FV,35,4017,1250,IR1,Inside,Todon,Norm,TwnhsE,2Story,no,7,5,2006,2007,2,1,Gd,0,2,625,54,0,no,1875
332300,RL,36,15523,864,IR1,CulDSac,Enstol,Norm,1Fam,1Story,no,5,6,1972,1972,1,1,TA,1,1,338,0,0,no,1728
164800,RM,36,2592,1112,Reg,Inside,Lafield,Norm,TwnhsE,2Story,no,5,3,1976,1976,1,1,TA,0,1,336,0,0,no,1648
434200,RM,36,4435,848,Reg,Inside,Enstol,Norm,TwnhsE,1Story,no,6,5,2003,2003,1,1,Gd,0,2,420,0,0,no,1696
449900,RL,36,2448,1626,Reg,Inside,Buver,Norm,Twnhs,2Story,no,7,5,2003,2004,2,1,Gd,0,2,474,27,0,no,2390
506100,RL,36,2268,1626,Reg,Inside,Buver,Norm,Twnhs,2Story,no,7,5,2003,2004,2,1,Gd,0,2,474,27,0,no,2390
202000,RL,37,6951,923,IR1,CulDSac,Kence,Norm,1Fam,1Story,no,5,5,1984,1985,1,1,TA,0,1,264,0,0,yes,1799
265100,RL,37,7937,1003,IR1,CulDSac,Kence,Norm,1Fam,SLvl,no,6,6,1984,1984,1,1,TA,0,2,588,0,0,yes,2006
555900,RM,37,4435,848,Reg,Inside,Enstol,Norm,TwnhsE,1Story,yes,6,5,2003,2003,1,1,Gd,0,2,420,0,0,no,1696
539000,RM,37,4435,848,Reg,Inside,Enstol,Norm,TwnhsE,1Story,yes,6,5,2004,2004,1,1,Gd,1,2,420,0,0,no,1696
549100,FV,37,3316,1247,IR1,Inside,Todon,Norm,TwnhsE,1Story,yes,8,5,2005,2005,1,1,Gd,1,2,550,84,0,no,2494
485700,RL,38,14963,1288,IR2,Inside,Todon,Norm,TwnhsE,1Story,no,8,5,1996,1996,1,1,Ex,2,2,500,30,0,yes,2548
411800,RL,39,5389,1616,IR1,Inside,Buver,Norm,TwnhsE,1Story,no,8,5,1995,1996,2,1,Gd,1,2,608,152,0,no,3211
246800,RL,40,4280,694,Reg,Inside,Enstol,Norm,1Fam,1Story,no,5,6,1913,2002,1,1,Gd,1,1,352,0,0,yes,1134
236500,RM,40,4800,1196,Reg,Inside,Lafield,Norm,1Fam,1Story,no,4,7,1916,1990,1,1,TA,0,2,440,0,0,yes,2392
332300,RL,40,12513,1738,IR1,FR2,Kence,Feedr,1Fam,1.5Fin,no,4,4,1920,2007,2,1,TA,1,1,368,0,0,yes,2453
236100,RM,40,4400,1118,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,no,6,8,1920,1950,1,1,TA,0,2,440,0,0,yes,1766
121200,RM,40,3636,796,Reg,Inside,Lafield,Norm,1Fam,1Story,no,4,4,1922,1950,1,1,TA,0,0,0,0,0,yes,1592
441400,RM,40,5400,1616,Reg,Corner,Tistin,Norm,1Fam,1Story,yes,6,7,1926,2004,2,1,Gd,0,1,216,0,0,no,2765
159500,RM,40,3880,866,Reg,Inside,Tistin,Norm,1Fam,1Story,no,5,9,1945,1997,1,1,Gd,0,0,0,42,0,yes,1552
305100,RL,40,13673,1696,IR1,CulDSac,Tistin,RRAe,1Fam,1Story,no,5,5,1962,1962,1,1,TA,1,1,349,30,0,yes,2836
394800,RL,40,4671,1228,IR1,Inside,Buver,Norm,TwnhsE,1Story,no,8,5,1988,1989,2,1,Gd,1,2,472,120,0,yes,2456
464300,RL,40,5664,1659,IR1,Inside,Buver,Norm,TwnhsE,1Story,no,8,5,2000,2000,2,1,Ex,1,2,499,59,0,no,3160
534800,RL,40,6792,1368,IR1,Inside,Buver,Norm,TwnhsE,1Story,no,7,5,2005,2006,2,1,Gd,1,2,474,35,0,no,2736
528900,FV,40,3951,1224,Reg,Corner,Todon,Norm,TwnhsE,2Story,yes,6,5,2009,2009,2,1,Gd,0,2,528,234,0,no,1836
307500,RL,41,9790,1342,Reg,Inside,Hephis,Feedr,1Fam,1Story,no,6,5,1967,1967,2,1,TA,1,2,457,0,0,yes,2714
218400,RM,41,2665,1475,Reg,Inside,Lafield,Norm,TwnhsE,2Story,no,5,6,1977,1977,2,1,TA,1,1,336,26,0,no,2232
355400,RL,41,5395,1337,IR1,Inside,Buver,Norm,TwnhsE,1Story,no,8,5,1993,1993,2,1,Gd,1,2,462,0,0,yes,2674
447000,RL,41,5330,1652,Reg,Inside,Buver,Norm,TwnhsE,1Story,no,8,5,2000,2000,2,1,Ex,0,2,499,48,0,yes,3146
440600,RL,41,4920,1338,Reg,Inside,Buver,Norm,TwnhsE,1Story,no,8,5,2001,2001,2,1,Gd,0,2,582,0,0,yes,2676
515800,RL,41,4923,1593,Reg,Inside,Buver,Norm,TwnhsE,1Story,no,8,5,2001,2002,1,1,Ex,1,2,682,120,0,yes,3186
427200,RM,41,4438,848,Reg,Inside,Enstol,Norm,TwnhsE,1Story,no,6,5,2004,2004,1,1,Gd,1,2,420,0,0,no,1696
569700,RL,41,12393,1948,IR2,FR2,Enstol,Norm,1Fam,2Story,no,7,5,2004,2005,2,1,Gd,1,2,434,48,0,yes,2795
383700,RL,42,7500,1494,IR1,Inside,Enstol,Norm,1Fam,2Story,no,6,7,1942,1950,1,1,Gd,2,1,213,0,0,yes,2265
253800,RM,42,3964,2521,Reg,Inside,Lafield,Norm,TwnhsE,2Story,no,6,4,1973,1973,2,1,TA,1,2,576,20,0,no,3463
263600,RL,42,7711,1440,IR1,Inside,Tistin,Norm,Duplex,1Story,no,4,3,1977,1977,2,2,TA,0,0,0,0,0,no,2880
634100,RL,42,26178,2519,IR1,Inside,Todon,Norm,1Fam,2Story,no,7,5,1989,1990,2,1,Gd,2,2,628,27,0,no,3729
720700,RL,42,14892,1746,IR1,CulDSac,Hephis,Norm,1Fam,1Story,no,9,5,2006,2007,2,1,Ex,2,3,758,39,0,yes,3492
259300,RL,43,7446,788,Reg,Corner,Lafield,Feedr,1Fam,1Story,yes,4,5,1941,1950,1,1,TA,2,0,0,0,0,yes,1576
264400,RL,43,10659,1050,IR1,Inside,Kence,Norm,1Fam,1Story,no,5,6,1961,1961,1,1,TA,0,1,368,319,0,yes,2100
322400,RL,43,8246,1060,IR1,Inside,Tistin,Norm,1Fam,1Story,yes,5,8,1968,2001,1,1,Gd,1,1,270,90,0,no,2120
369100,RL,43,13568,990,IR2,CulDSac,Enstol,Norm,1Fam,1Story,no,5,5,1995,1995,1,1,TA,0,2,576,0,0,yes,1980
549100,RL,43,10667,1661,IR2,CulDSac,Enstol,PosN,1Fam,2Story,yes,7,6,1996,1996,2,1,Gd,1,2,550,61,0,no,2460
449000,RL,43,3182,1269,Reg,Inside,Flona,Norm,TwnhsE,1Story,no,8,5,2004,2005,2,1,Gd,1,2,430,20,0,yes,2525
548300,RL,43,12118,1710,IR1,CulDSac,Kence,Norm,1Fam,1Story,no,7,5,2004,2005,2,1,Gd,1,2,550,48,0,yes,3420
384500,RL,43,3182,1145,Reg,Inside,Flona,Norm,TwnhsE,1Story,no,7,5,2005,2006,2,1,Gd,1,2,397,16,0,no,2290
435000,RL,43,3182,1555,Reg,Inside,Flona,Norm,TwnhsE,1Story,no,7,5,2005,2006,2,1,Gd,1,2,430,20,0,no,2928
473000,RL,43,3182,1504,Reg,Inside,Flona,Norm,TwnhsE,1Story,yes,7,5,2005,2006,2,1,Gd,1,2,437,20,0,no,2850
412200,RL,43,3010,1248,Reg,Inside,Flona,Norm,TwnhsE,1Story,no,7,5,2005,2006,2,1,Gd,0,2,438,0,0,no,2496
437000,RL,43,3013,1506,Reg,Inside,Flona,Norm,TwnhsE,1Story,no,7,5,2005,2005,2,1,Gd,1,2,440,20,0,no,2868
418800,RL,43,3182,1504,Reg,Inside,Flona,Norm,TwnhsE,1Story,no,7,5,2005,2006,2,1,Gd,1,2,457,0,0,no,2850
536600,RL,43,7052,1364,IR1,Inside,Buver,Norm,TwnhsE,1Story,no,7,5,2005,2005,2,1,Gd,1,2,484,36,0,no,2728
385100,RL,43,3182,1266,Reg,Inside,Flona,Norm,1Fam,1Story,no,7,5,2007,2007,2,1,Gd,1,2,388,16,0,yes,2532
310900,RL,44,13650,1920,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,no,5,5,1958,1958,2,1,Gd,1,2,451,0,0,yes,2972
215200,RM,44,4224,1142,Reg,Inside,Lafield,Norm,TwnhsE,1Story,no,5,5,1976,1976,1,1,TA,1,2,528,90,0,no,2284
215300,RM,44,4224,1060,Reg,Inside,Lafield,Norm,TwnhsE,1Story,no,5,7,1976,1976,1,1,TA,1,2,572,110,0,no,2100
447400,RL,44,5306,1767,IR1,Inside,Buver,Norm,TwnhsE,2Story,no,7,7,1987,1987,2,1,Gd,1,2,504,35,0,no,2831
453100,RL,44,13837,2183,IR1,Corner,Hephis,Norm,1Fam,1.5Fin,no,7,5,1988,1988,2,1,Gd,0,3,786,0,0,yes,3387
740300,RL,44,21695,1680,IR1,Corner,Enstol,Norm,1Fam,1Story,yes,6,9,1988,2007,2,1,Gd,1,2,540,44,0,yes,2560
419200,RL,44,13758,1717,IR1,CulDSac,Todon,Norm,1Fam,1.5Fin,no,7,5,1990,1991,2,1,Gd,1,2,400,36,0,no,2873
557400,RL,44,9548,1829,IR1,CulDSac,Enstol,Norm,1Fam,2Story,no,7,6,2003,2003,2,1,Gd,1,2,613,39,0,yes,2770
589800,RM,44,3842,1646,IR1,Inside,Enstol,Norm,TwnhsE,1Story,no,8,5,2004,2005,2,1,Gd,1,2,482,53,0,yes,3240
589000,RL,44,6442,1370,IR1,Inside,Buver,Norm,TwnhsE,1Story,yes,8,5,2006,2006,2,1,Gd,1,2,484,49,0,no,2740
554300,RM,44,4750,1625,IR1,Inside,Enstol,Norm,TwnhsE,1Story,no,8,5,2006,2007,2,1,Gd,1,2,538,0,0,yes,3198
544800,RL,44,6371,1358,IR1,Inside,Buver,Norm,TwnhsE,1Story,no,7,5,2009,2010,2,1,Gd,1,2,484,35,0,no,2716
145400,RL,45,8248,864,Reg,Inside,Tistin,Norm,1Fam,1Story,no,3,3,1914,1950,1,1,TA,0,0,0,0,0,yes,1728
206600,RL,45,8248,1250,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,no,5,7,1918,1950,1,1,Fa,0,1,280,0,0,yes,1936
342000,RL,45,14585,1429,IR1,CulDSac,Kence,Norm,1Fam,1Story,no,6,6,1960,1987,1,1,Gd,2,2,572,110,0,yes,2573
357000,RL,45,9900,1978,Reg,Inside,Hephis,Feedr,1Fam,2Story,no,7,5,1968,1968,2,1,TA,1,2,486,43,0,yes,2810
323200,RM,46,3950,1224,Reg,Inside,Tistin,Artery,1Fam,1.5Fin,no,6,8,1926,2004,1,1,TA,0,1,210,0,0,yes,2042
389900,RL,46,11250,1208,IR1,Inside,Todon,Norm,1Fam,1Story,no,6,6,1977,1977,1,1,TA,1,2,546,42,0,yes,2416
374500,RL,46,20544,2093,IR1,CulDSac,Hephis,Norm,1Fam,2Story,no,7,6,1986,1991,2,1,TA,1,2,542,63,0,no,2884
145800,RM,47,4608,747,Reg,Corner,Tistin,Artery,1Fam,1Story,no,4,6,1945,1950,1,1,TA,0,1,220,0,0,no,1494
326000,RL,47,16321,1600,IR1,CulDSac,Kence,Norm,1Fam,1Story,no,5,6,1957,1997,1,1,TA,2,1,319,258,0,yes,3084
216300,RL,47,7162,904,IR1,Inside,Tistin,Norm,1Fam,1Story,no,5,7,1966,1966,1,1,TA,0,1,408,0,0,yes,1780
453300,RL,47,14803,1993,IR1,CulDSac,Hephis,Norm,1Fam,2Story,yes,6,5,1971,1971,2,1,TA,1,2,495,66,0,yes,2818
535400,RL,47,12416,1651,IR1,Inside,Todon,Norm,1Fam,1Story,yes,6,5,1986,1986,2,1,TA,1,2,616,0,0,yes,3257
568800,RL,47,11838,1788,Reg,Inside,Enstol,Norm,1Fam,1Story,yes,8,5,2001,2001,2,1,Ex,1,2,522,151,0,yes,3541
1068500,RL,47,53504,3279,IR2,CulDSac,Buver,Norm,1Fam,2Story,no,8,5,2003,2003,3,1,Ex,1,3,841,36,0,yes,4929
493300,FV,47,4230,1352,Reg,Corner,Todon,Norm,TwnhsE,1Story,no,7,5,2006,2007,2,1,Gd,1,2,466,241,0,no,2704
374700,RL,48,11250,1788,Reg,Inside,Todon,Norm,1Fam,1.5Fin,no,4,5,1957,1989,1,1,TA,2,1,304,0,0,yes,2892
337500,RL,48,17043,1586,IR1,CulDSac,Hephis,Norm,1Fam,1Story,no,6,5,1979,1998,2,1,TA,1,2,435,0,0,no,2948
466000,RL,48,12137,1661,IR2,CulDSac,Enstol,Norm,1Fam,1Story,no,7,5,1998,1998,2,1,Gd,0,2,598,34,0,yes,3310
648200,RL,48,14781,1787,IR2,CulDSac,Enstol,Norm,1Fam,1Story,no,8,5,2001,2002,2,1,Gd,1,3,748,150,0,yes,3540
641900,RL,48,12822,2149,IR1,CulDSac,Kence,Norm,1Fam,1.5Fin,yes,7,5,2003,2003,1,1,Gd,1,2,670,43,0,yes,3583
549200,RL,48,6955,1368,IR1,Inside,Buver,Norm,TwnhsE,1Story,no,7,5,2005,2006,2,1,Gd,1,2,474,35,0,no,2736
580400,RL,48,6240,1324,Reg,Inside,Buver,Norm,TwnhsE,1Story,no,8,5,2006,2006,2,1,Gd,1,2,550,38,0,no,2648
215200,RL,49,7015,1203,IR1,Corner,Lafield,Norm,1Fam,1.5Fin,no,5,4,1950,1950,1,1,Gd,1,1,352,0,0,yes,1912
258800,RM,49,8235,825,IR1,Inside,Tistin,Feedr,1Fam,1Story,no,5,7,1955,1995,1,1,TA,0,2,720,50,0,yes,1650
409200,RM,49,5820,1163,Reg,Inside,Tistin,Norm,1Fam,1Story,yes,3,8,1955,2005,1,1,TA,0,1,220,98,0,yes,2325
362900,RL,49,17871,1724,IR1,CulDSac,Hephis,Norm,1Fam,SLvl,no,6,5,1967,1976,1,1,TA,1,2,480,0,0,yes,3404
330000,RL,49,10448,2119,IR1,Corner,Hephis,Norm,1Fam,SLvl,no,6,6,1972,1972,2,1,TA,1,2,583,104,0,no,2808
455100,FV,49,5105,1102,IR2,FR2,Todon,Norm,TwnhsE,2Story,no,7,5,2004,2004,2,1,Gd,0,2,480,60,0,no,1653
896500,RL,49,20896,2097,IR2,CulDSac,Todon,RRAn,1Fam,1Story,no,8,5,2005,2006,1,1,Ex,1,3,1134,267,0,yes,4174
746000,RL,49,15256,1464,IR1,CulDSac,Todon,RRAn,1Fam,1Story,no,8,5,2007,2007,2,1,Gd,0,3,754,160,0,yes,2949
267000,RM,50,5250,2358,Reg,Inside,Tistin,Norm,1Fam,2Story,no,8,5,1872,1987,2,1,TA,0,0,0,54,0,yes,2837
221200,RM,50,9000,1750,Reg,Corner,Tistin,Artery,1Fam,2Story,no,5,6,1880,1991,1,1,Ex,0,1,240,0,0,yes,2386
198400,RL,50,8405,1367,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,no,5,8,1900,1950,1,1,TA,0,1,384,130,0,no,2228
217000,RM,50,5925,968,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,yes,3,6,1910,1950,1,1,TA,0,0,0,0,0,no,1568
331900,RM,50,2500,1826,Reg,Corner,Tistin,Norm,1Fam,2Story,no,7,8,1915,2005,1,1,Ex,1,1,164,0,0,no,2736
134700,C (all),50,8500,1317,Reg,Inside,Lafield,Feedr,1Fam,2Story,no,4,4,1920,1950,1,1,TA,0,1,250,54,0,yes,1966
185500,RM,50,6000,960,Reg,Inside,Tistin,Norm,1Fam,1Story,no,4,4,1920,1950,1,1,Fa,0,1,308,0,0,yes,1920
309800,RM,50,9000,1482,Reg,Inside,Tistin,Artery,1Fam,2Story,no,7,9,1920,1988,1,1,TA,0,2,324,0,0,yes,2132
257600,RM,50,10300,1710,IR1,Inside,Tistin,RRAn,1Fam,2Story,no,7,6,1921,1950,2,1,TA,0,2,480,11,0,yes,2286
246300,RM,50,6000,616,Reg,Inside,Lafield,Norm,1Fam,1Story,yes,5,7,1921,1950,1,1,TA,0,1,205,0,0,yes,1232
311000,RM,50,6130,784,Reg,Inside,Lafield,Norm,1Fam,1.5Unf,yes,5,6,1924,1950,1,1,Gd,0,0,0,0,0,yes,1568
235500,RL,50,5000,1691,Reg,Inside,Tistin,Norm,1Fam,1.5Fin,no,5,6,1924,1950,2,1,Gd,1,1,308,0,0,yes,2717
